transaction_id,customer_id,customer_name,email,purchase_date,product_id,category,price,quantity,total_amount,payment_method,delivery_status,customer_address,id
1211,242,"Benjamin Moses",vanessablevins@gmail.com,2024-03-06,1081,Books,3215.67,6,19294.02,"Credit Card",Delivered,"851 Ricky Knolls Apt. 902
Port Anneburgh, WI 26990",152
1212,85,"James Diaz",mary30@hotmail.com,2024-03-25,1089,Clothing,4479.49,3,13438.47,"Credit Card",Delivered,"Not Available",153
1109,214,"Daniel Carter",lkane@johnson.org,2024-11-28,1035,Toys,1603.95,0,0.00,Cash,Delivered,"462 Nichole Mews Suite 659
South Morgan, OR 40957",154
1110,251,User,NULL,NULL,1003,Clothing,3272.88,0,0.00,"Bank Transfer","Not Delivered","114 Holland Village
Mariehaven, AK 04649",155
1213,283,"Julian Johnson",raylaura@hotmail.com,2024-07-26,1069,Toys,1748.52,3,5245.56,PayPal,Shipped,"252 Sampson Mills
New Carol, DC 15194",156
1214,65,"Dean Cardenas",johnsjoshua@hopkins-bishop.com,2023-05-26,1069,Toys,4009.09,8,32072.72,"Credit Card",Delivered,"851 Barber Locks Suite 020
Kimberlymouth, SC 46816",157
1215,169,"Evan Cardenas",john01@hotmail.com,NULL,1020,"Home & Kitchen",1468.16,0,0.00,"Credit Card",Pending,"24115 Katelyn Overpass
Craigport, CT 73438",158
1216,44,"Ivan Wilson",halljill@gmail.com,2024-11-20,1064,Electronics,3351.50,1,3351.50,"Debit Card",Delivered,"5808 Smith Keys Suite 096
South Julieburgh, NH 28266",159
1217,61,"Jasmine Ho",erika14@gross-thompson.net,2023-04-03,1016,Toys,1287.12,2,2574.24,Cash,"Not Delivered","Not Available",160
1111,189,"Kristen Wright",cwilliams@hotmail.com,2023-10-26,1007,Electronics,4838.86,6,29033.16,PayPal,Processing,"PSC 8311, Box 6245
APO AA 62455",161
1218,440,"Laura Mccarthy",pgreene@kim.biz,2023-12-26,1051,Clothing,2402.69,7,16818.83,"Debit Card","Not Delivered","041 Susan Dam
Richardland, MA 54805",162
1112,295,"Karen Ford",arthurnguyen@fletcher-wagner.biz,2023-08-16,1027,"Home & Kitchen",4991.18,3,14973.54,Cash,"Not Delivered","25832 Bowen Walks Apt. 888
Port Leslie, MI 52479",163
1219,133,"Dawn Miller",danawright@gmail.com,2023-11-04,1037,Toys,761.53,1,761.53,"Credit Card",Processing,"825 Simmons Mountains
Mitchellland, SC 45896",164
1113,212,"Andrew Frazier",james88@tucker.com,2023-10-08,1001,Toys,960.10,9,8640.90,"Bank Transfer",Shipped,"1080 Kelly Grove
Wilsonfurt, WV 93469",165
1220,283,"Alexis Robertson",bzamora@yahoo.com,2023-04-01,1073,Books,3854.61,3,11563.83,PayPal,Processing,"770 Garcia Gardens
Lake Amanda, KS 30223",166
1114,207,"Jasmine Torres",crystalholder@gmail.com,2023-05-20,1091,Unknown,2432.79,2,4865.58,"Credit Card",Delivered,"01359 Kayla Crossroad
Katieborough, VA 75039",167
1221,27,"Stacy Williams",jason59@yahoo.com,2023-08-12,1069,Electronics,31.97,0,0.00,"Credit Card",Cancelled,"84081 Ralph Union
South Anthony, DC 59146",168
1115,236,"Susan Long",arodriguez@hotmail.com,2025-02-14,1080,Unknown,2642.60,2,5285.20,"Debit Card",Cancelled,"Not Available",169
1116,337,"Nichole Wallace",pinedasonya@cunningham.info,NULL,1071,Clothing,3621.33,2,7242.66,"Bank Transfer","Not Delivered","43628 William Curve Suite 872
North Lisastad, VA 71753",170
1117,366,"Eric Pruitt",amyjackson@casey-russell.net,2024-10-24,1044,Unknown,529.96,8,4239.68,"Debit Card",Cancelled,"PSC 9107, Box 5643
APO AE 87656",171
1118,52,"Nicholas Burke",larrymcdaniel@yahoo.com,2024-10-10,1087,Unknown,796.47,4,3185.88,Cash,"Not Delivered","3950 Allen Pike
Potterville, VT 73493",172
1119,279,"Andrew Harrison",barneskatie@hoffman-duran.com,2024-10-16,1041,"Home & Kitchen",1558.63,5,7793.15,"Debit Card",Cancelled,"Unit 5696 Box 9202
DPO AA 92783",173
1222,107,"Ryan Morales",jo26@yahoo.com,2023-04-07,1042,Unknown,4863.27,1,4863.27,"Bank Transfer",Pending,"77960 Burke Crescent Apt. 423
Port Angelahaven, WV 22109",174
1120,409,"Michelle Travis",steven92@hotmail.com,2023-12-03,1075,"Home & Kitchen",58.94,9,530.46,"Bank Transfer",Processing,"5261 Randy Branch
New Jeffreyport, MS 32454",175
1223,43,"Lisa Perez DDS",cmiller@yahoo.com,2025-01-30,1057,"Home & Kitchen",604.01,9,5436.09,"Debit Card","Not Delivered","08173 Boyd Route Apt. 486
Parkerview, HI 44498",176
1121,216,"Alexandra Torres",thompsonjoshua@schmidt.org,2024-06-06,1042,"Home & Kitchen",570.78,2,1141.56,"Credit Card","Not Delivered","2708 Rodriguez Springs
Crossburgh, TN 76067",177
1224,339,"Sarah Davis",shawdavid@gmail.com,2023-06-24,1066,Electronics,4338.87,7,30372.09,"Credit Card",Shipped,"008 Perez Plains
Cartermouth, KS 10493",178
1225,285,"Kristen Gaines",NULL,2024-08-25,1009,Books,3040.44,6,18242.64,Cash,Returned,"Not Available",179
1122,251,User,mosscraig@nolan.biz,2023-11-06,1033,Electronics,2461.88,6,14771.28,PayPal,Cancelled,"USS Eaton
FPO AP 65230",180
1226,445,"Bradley Ewing",melinda65@yahoo.com,2023-11-12,1086,Books,1043.18,4,4172.72,"Credit Card",Returned,"44742 Sue Spurs
Burkeland, MA 97062",181
1123,187,"Gregory Austin",rachel61@jenkins-washington.info,2024-12-10,1050,Unknown,2921.71,1,2921.71,"Credit Card",Shipped,"241 David Hills Suite 000
New David, ID 66987",182
1227,330,"Nancy Castillo",ortizraven@yahoo.com,2024-12-11,1064,Books,3715.44,2,7430.88,PayPal,Returned,"57092 Smith Spring
Port Amanda, GA 41083",183
1124,379,"Gina Smith",lisa55@gmail.com,2023-09-12,1063,Unknown,3829.43,2,7658.86,"Credit Card",Pending,"2293 Julia Creek
East Christineton, PA 49090",184
1125,492,"Tara Hodge",shawn29@hoffman.com,2023-08-27,1037,Unknown,2396.12,3,7188.36,PayPal,Cancelled,"27620 Benitez Inlet Suite 876
Davisport, WV 72428",185
1126,40,"Christopher Jones",NULL,2023-12-26,1059,Books,3762.91,9,33866.19,"Credit Card",Pending,"5803 Bowen Valleys
Changfurt, CO 54753",186
1228,127,"Joseph Montoya",NULL,2024-03-26,1086,Books,1185.50,5,5927.50,"Credit Card",Processing,"PSC 2078, Box 0177
APO AA 55220",187
1127,156,"Robert Phillips",jenniferfranklin@yahoo.com,2023-06-26,1081,"Home & Kitchen",2772.86,3,8318.58,"Credit Card",Pending,"51019 Delgado Creek
West Erikaburgh, WA 14228",188
1229,347,"Alexander Oliver",emeyers@hall-reed.com,2023-08-21,1022,Clothing,2882.92,8,23063.36,"Credit Card",Shipped,"8807 Kayla Row
Brandimouth, VT 13422",189
1128,14,"Lacey Jenkins",pamelaberry@castaneda.com,2023-10-07,1099,Toys,3821.00,2,7642.00,"Credit Card",Delivered,"1439 Keith Courts Suite 789
Shanefurt, CT 66548",190
1230,472,"Katherine Miles",joseph33@robertson.com,2023-12-31,1034,"Home & Kitchen",945.98,7,6621.86,"Credit Card",Delivered,"657 Gonzalez Pass
New Kellyburgh, AL 33316",191
1129,300,"Sandra Davidson",norma11@marquez-hanson.org,2023-04-12,1048,Clothing,2539.27,8,20314.16,Cash,Processing,"2035 Andrew Port Apt. 589
West Sarahville, OH 58776",192
1231,230,"Anthony Smith",ballen@brown.net,2024-08-27,1055,Unknown,408.14,1,408.14,"Credit Card",Shipped,"278 Kelly Shoal Suite 786
Hallfort, VT 99226",193
1130,64,"Raven Walsh",larry31@gmail.com,2023-10-30,1005,Toys,991.26,5,4956.30,"Credit Card",Shipped,"PSC 0836, Box 5305
APO AP 29001",194
1232,189,"William Cooper II",cweber@myers-ballard.com,2024-06-03,1029,Books,3919.00,2,7838.00,"Credit Card",Delivered,"76551 Hughes Rapids Suite 821
Hopkinstown, DE 54234",195
1233,224,"Aaron Snow",connor98@hotmail.com,2023-04-21,1038,Books,979.30,4,3917.20,"Credit Card",Returned,"319 Lauren Squares Apt. 574
Port Susan, WI 94996",196
1234,384,"David Quinn",NULL,2025-01-12,1097,Toys,717.56,1,717.56,"Bank Transfer",Cancelled,"29223 Watson Curve Apt. 116
Sabrinashire, CA 20549",197
1131,344,"Jeremiah Kim",elizabeth05@jones.com,NULL,1048,Electronics,3682.59,1,3682.59,Cash,Pending,"3733 Frank Locks
Murphyberg, MD 23748",198
1235,376,"Amanda Allen",fjones@cole.com,2024-06-19,1018,"Home & Kitchen",4149.33,0,0.00,"Credit Card",Cancelled,"4287 Paul Trail
Jensenstad, WI 20667",199
1236,282,"Jonathan Johnson",jeremy45@yahoo.com,2023-05-16,1071,Electronics,2127.02,1,2127.02,Cash,Delivered,"329 Kaitlyn Valleys
North Jenniferberg, ME 60706",200
1132,326,"Shannon Parker",NULL,2023-04-07,1096,Electronics,3282.73,1,3282.73,"Bank Transfer",Returned,"028 Steven Cove
East Danashire, MD 64454",201
1237,445,"Mitchell Kirk",istevens@gill.biz,2024-08-20,1065,"Home & Kitchen",618.99,7,4332.93,"Credit Card",Returned,"4034 Johnson River Apt. 168
Jodibury, VA 91516",202
1238,120,"Timothy Turner",coleandrew@kirk.com,2024-04-15,1097,"Home & Kitchen",3379.28,2,6758.56,"Bank Transfer",Shipped,"2569 Lucas Unions
Haydenchester, WY 70558",203
1239,115,"Katherine Johnson",smithdarryl@parrish-greer.org,2023-04-17,1001,Unknown,2785.63,4,11142.52,"Credit Card",Cancelled,"8709 Jones Lock
West Kristinberg, NY 30243",204
1240,460,"Sharon Kline",edward04@hotmail.com,2024-04-04,1088,"Home & Kitchen",72.52,4,290.08,"Bank Transfer",Delivered,"190 Hill Lane Apt. 182
Leestad, FL 75395",205
1241,232,"Crystal Barnes",peterschultz@yahoo.com,2023-04-04,1004,Unknown,4924.65,0,0.00,"Credit Card",Shipped,"8846 Smith Highway
South Katherine, WA 50616",206
1242,258,"Darlene Burns",vlyons@mendoza-carr.com,2024-04-08,1004,Books,3395.55,1,3395.55,"Credit Card",Returned,"3962 Johnson Fall Apt. 044
East Rodneymouth, WA 39838",207
1243,358,"Matthew Espinoza",beverly80@hotmail.com,2023-12-02,1082,Books,3585.01,4,14340.04,Cash,Pending,"040 William Point Apt. 925
South Mirandafurt, SC 76080",208
1313,239,"James Evans",davidtorres@yahoo.com,2024-11-19,1057,Electronics,2520.58,1,2520.58,"Bank Transfer",Pending,"5155 Johnson Crescent
Mathewsmouth, MT 33956",209
1244,197,"Shirley Jones",NULL,2024-05-19,1027,Clothing,1174.82,4,4699.28,Cash,Returned,"Unit 4547 Box 5891
DPO AE 03028",210
1245,455,"Jennifer Jimenez",rkirby@mendez.com,2024-06-11,1043,Unknown,3275.58,1,3275.58,"Credit Card",Processing,"98187 Pacheco Road
Nathanshire, GA 00985",211
1314,143,"Robert Allen",mmckenzie@thompson.net,2023-08-05,1055,Clothing,4763.60,7,33345.20,"Debit Card","Not Delivered","695 Padilla Tunnel Suite 299
Antoniofurt, MA 68645",212
1246,410,User,josephwaters@west-ramos.org,2025-02-26,1059,Unknown,976.77,0,0.00,"Bank Transfer",Returned,"86580 Regina Unions Apt. 650
Port Olivia, MT 42081",213
1315,96,"Victor Becker",adamorozco@washington.com,2025-01-11,1060,"Home & Kitchen",2534.22,5,12671.10,Cash,Shipped,"15253 Patrick Gardens Apt. 115
Wilsonton, WA 17281",214
1247,136,"Shannon Barnes",danielnoble@ballard-smith.com,2024-02-03,1032,Electronics,774.97,6,4649.82,PayPal,Shipped,"9606 Browning Orchard
Tylerchester, MS 22960",215
1248,317,"Marie Rollins",mark85@wolfe.com,2024-04-03,1033,Toys,2575.77,9,23181.93,"Credit Card",Shipped,"2146 Foster Mountains
Robertsberg, MD 59565",216
1249,164,"Michael Anderson",jennapena@henry.com,2024-09-23,1028,"Home & Kitchen",3471.89,9,31247.01,Cash,"Not Delivered","PSC 2855, Box 7657
APO AA 80272",217
1316,200,"Martha Fritz",jamesbarnes@yahoo.com,2023-09-28,1099,Books,1384.81,2,2769.62,"Credit Card",Shipped,"5270 Christina Stravenue Apt. 805
East Pamelamouth, HI 35530",218
1250,224,"Timothy Thompson",owenruben@carey.com,2024-01-09,1055,Electronics,1493.80,5,7469.00,"Credit Card","Not Delivered","42535 Brad Dale
New Michelleberg, AK 14622",219
1251,306,"Kelly Torres",echandler@sanchez.biz,2024-06-21,1060,Unknown,1495.20,3,4485.60,"Credit Card",Shipped,"032 Cheryl Lakes
Lake Stephanie, TN 64800",220
1252,233,"Nathan Perry",drobinson@hotmail.com,2023-07-17,1070,Electronics,822.22,5,4111.10,"Credit Card",Shipped,"USNV Rodriguez
FPO AA 53139",221
1253,171,"Katherine Morrison",velazquezjoshua@hotmail.com,2024-02-28,1062,Clothing,1258.68,4,5034.72,"Debit Card",Pending,"284 Marks Motorway Suite 537
Johnsonshire, NM 39630",222
1254,151,"Latoya Miles",jonathangarcia@adams.net,2024-05-18,1080,Toys,3420.96,1,3420.96,PayPal,Pending,"61675 Elizabeth Court
Hansenfort, AR 93964",223
1317,123,"Barry Wilkins",brian08@gmail.com,2024-04-21,1062,Unknown,1130.07,7,7910.49,"Credit Card",Pending,"023 Kelly Causeway
Maryburgh, AZ 47588",224
1255,462,"John Johnson",millerdebra@ho.info,2025-02-11,1034,Unknown,3890.83,3,11672.49,"Credit Card",Returned,"8898 Tristan Junctions Apt. 875
West Shannonland, OR 40612",225
1318,186,"Nathan Bell",kylewhite@smith-mitchell.com,2024-12-21,1030,Unknown,1271.81,2,2543.62,"Debit Card",Returned,"524 Stephen Knolls Suite 009
Kristieside, CA 44478",226
1256,314,"Miguel Smith MD",megan04@yahoo.com,2023-12-13,1087,Unknown,2900.93,3,8702.79,"Credit Card",Processing,"9711 Cunningham Streets
Ryanborough, UT 59034",227
1319,325,"Christina Mccoy",thorntonandrew@ball.net,2023-08-04,1093,Unknown,2809.58,4,11238.32,"Credit Card",Delivered,"96047 Bruce Inlet Apt. 302
Jonesfort, MT 33944",228
1257,373,"Jennifer Stevens",hilljulie@hill.info,2024-05-29,1088,"Home & Kitchen",1418.02,7,9926.14,Cash,Cancelled,"0014 Tracy Port
West Kristy, TX 96491",229
1258,159,"Yvonne Cooper",wdouglas@pierce-sullivan.com,2024-03-28,1056,Toys,125.91,5,629.55,"Credit Card",Processing,"36230 Johnny Inlet Apt. 916
East Sherriberg, MA 49099",230
1259,95,"Johnathan Gonzalez",amanda89@yahoo.com,2025-01-03,1013,Clothing,3610.39,1,3610.39,Cash,Pending,"92669 Martinez Orchard Suite 197
Cervantesview, WV 16680",231
1260,471,"Colleen Bell",riceglenda@rodgers-cole.org,2025-01-20,1056,Books,919.93,3,2759.79,PayPal,Returned,"89352 Angela Radial
South Amy, WI 28886",232
1261,232,"Derek Barrett",robinsonkatie@anderson-david.com,2023-06-13,1018,Electronics,2802.17,1,2802.17,"Debit Card",Processing,"875 Spencer Prairie Apt. 640
New Claudiahaven, KY 50202",233
1262,179,"Steven Carroll",NULL,NULL,1054,"Home & Kitchen",4064.00,0,0.00,"Credit Card",Delivered,"32456 Turner Plaza Apt. 429
Port Lynn, IN 04245",234
1263,112,"Erica Norris",hoffmandavid@hotmail.com,2024-07-15,1077,Unknown,96.81,0,0.00,"Credit Card","Not Delivered","USNV Patterson
FPO AP 52775",235
1320,463,"Stacey Cunningham",frenchchristopher@hotmail.com,2024-03-09,1022,"Home & Kitchen",1125.72,1,1125.72,"Debit Card","Not Delivered","641 Carlson Rapid
West Kyle, AR 35338",236
1264,317,"Kimberly Johnson",wellschristina@donovan.com,2023-10-26,1043,Books,1510.45,5,7552.25,"Credit Card",Processing,"906 Mary Parkways
North James, SD 48217",237
1321,348,"Susan Herring",stacey73@rogers.com,2023-06-17,1075,Toys,4808.20,4,19232.80,"Credit Card",Delivered,"34886 Bruce Gateway
Washingtonberg, NJ 08162",238
1265,496,"Deanna Allen",ojackson@hotmail.com,2023-09-16,1039,Clothing,756.97,1,756.97,"Bank Transfer",Cancelled,"Unit 4504 Box 5742
DPO AA 46234",239
1322,258,User,oliverjulie@nelson-wong.org,2024-03-12,1084,"Home & Kitchen",2444.11,9,21996.99,"Bank Transfer",Pending,"920 Tran Shore Suite 219
Melissabury, CO 45289",240
1266,441,"Gregory Obrien",michaelcooper@byrd.com,2023-06-23,1061,Toys,2524.60,5,12623.00,"Credit Card",Returned,"Not Available",241
1267,51,"Michael Davis",gilldwayne@yahoo.com,2023-05-08,1042,Electronics,2568.28,2,5136.56,Cash,Processing,"53895 Lee Rapids Apt. 498
Leonardville, NJ 42843",242
1323,147,"Mike Andrews",anna79@pennington.org,2025-02-01,1029,Unknown,2748.60,6,16491.60,Cash,Cancelled,"82111 Garcia Expressway Apt. 043
North Donna, HI 37919",243
1268,267,"Robert Robinson",marybooth@gmail.com,2025-02-17,1081,"Home & Kitchen",1667.01,7,11669.07,"Credit Card",Shipped,"417 Mark Islands Suite 801
East Patricia, NC 25325",244
1324,251,"Deborah Padilla",smithbobby@gmail.com,2023-07-17,1041,Books,3920.72,7,27445.04,Cash,Processing,"1556 Angela Spurs
Millerchester, RI 30829",245
1269,294,"Caitlin Walker",leslie06@gmail.com,2024-04-07,1079,Unknown,452.15,9,4069.35,"Credit Card",Delivered,"Not Available",246
1270,385,"Kirk Porter",NULL,2024-05-07,1018,Unknown,1782.19,5,8910.95,"Credit Card","Not Delivered","765 Myers Harbors
East Shannonborough, ND 94612",247
1325,442,"Misty Haynes",allisonweber@chandler.biz,2024-06-04,1042,Clothing,3607.19,5,18035.95,PayPal,"Not Delivered","18263 Carter Knolls
Galvanburgh, DC 41608",248
1271,386,"Dawn Hudson",welchmeagan@williams.org,2024-08-13,1023,Books,1527.67,0,0.00,"Credit Card",Delivered,"0794 Derrick Locks Apt. 607
Christinastad, NY 97765",249
1326,419,"Nicole Smith",shawn82@brown-abbott.com,2024-01-21,1098,Clothing,4795.77,3,14387.31,PayPal,Pending,"Not Available",250
1327,402,"Jennifer Gonzalez",qjackson@arnold.com,2024-02-03,1065,"Home & Kitchen",3947.95,9,35531.55,"Credit Card",Returned,"2210 Jack Knolls
Livingstonshire, OR 42316",251
1328,345,"Christina Shaffer",isaiah80@jones.org,2023-06-17,1031,Unknown,1373.84,4,5495.36,"Credit Card",Processing,"USCGC Torres
FPO AE 49321",252
1272,112,"Patty Perez",rachael27@gmail.com,2023-07-21,1054,Books,4320.45,8,34563.60,"Credit Card",Returned,"629 Hawkins Spurs
Port Ericfurt, LA 17150",253
1329,450,"Aaron Cabrera",gary53@gmail.com,2023-10-03,1030,Electronics,2140.39,0,0.00,PayPal,"Not Delivered","1751 Jennifer Ville Suite 163
Biancafort, AZ 57264",254
1273,100,"Ian Savage",bauerbilly@hotmail.com,2024-06-01,1030,Electronics,968.96,7,6782.72,"Debit Card",Pending,"819 Brett Walk Suite 336
Lake Pamelaview, OR 45724",255
1330,146,"Daniel Deleon",xgardner@hotmail.com,2024-03-16,1018,"Home & Kitchen",1923.88,5,9619.40,PayPal,"Not Delivered","055 Baker Isle
Wilcoxhaven, FL 30934",256
1274,112,"Shannon Barry DVM",meganadams@herrera.com,2024-07-12,1098,Toys,3083.19,2,6166.38,"Credit Card","Not Delivered","2014 Stanley Streets
Pamelamouth, IN 90788",257
1331,147,"Gary Johnson",brennanjoshua@nelson-watkins.com,NULL,1017,Unknown,747.42,5,3737.10,"Credit Card",Shipped,"58683 Jennifer Cape
Jillport, WY 25540",258
1332,351,"Erin Bowers",derekwallace@douglas.com,2024-08-20,1038,Toys,2464.33,3,7392.99,"Credit Card",Cancelled,"9087 Michelle Run Suite 546
East Warrenborough, CA 48352",259
1333,198,"Linda Williams",khill@yahoo.com,NULL,1014,Clothing,2539.27,2,5078.54,"Credit Card","Not Delivered","4279 Veronica Groves Suite 516
East Allisonbury, ME 20155",260
1334,307,"Christopher Garza",holly20@jones.net,2024-04-01,1087,Clothing,4134.58,3,12403.74,"Credit Card",Cancelled,"PSC 2367, Box 3223
APO AP 53468",261
1335,488,"Jeffrey Walker",gonzalezcheryl@hotmail.com,2024-07-15,1089,Clothing,1465.61,5,7328.05,"Credit Card",Pending,"PSC 9663, Box 1226
APO AP 72306",262
1336,416,"Sean Evans",tuckersamantha@woods-mcdowell.com,2024-03-13,1079,Electronics,3860.06,1,3860.06,"Credit Card",Returned,"0206 Sherry Meadows Suite 652
Mcfarlandmouth, AZ 69831",263
1337,423,"Paul Wolf",brookeluna@gmail.com,2023-10-22,1056,Unknown,3743.29,1,3743.29,PayPal,Processing,"6342 Patrick Crossing
Daniellehaven, AR 42470",264
1338,127,User,ile@rojas.com,2024-02-15,1022,Unknown,2297.55,5,11487.75,Cash,Processing,"Not Available",265
1275,439,"Stephen Peters",douglasrush@yahoo.com,2023-08-03,1058,Clothing,944.14,5,4720.70,"Credit Card",Delivered,"570 Rivera Summit
Tracyfort, TN 32643",266
1339,38,"Michael Reyes",debra80@yahoo.com,2024-11-26,1067,Unknown,4709.37,0,0.00,PayPal,Returned,"7127 Elizabeth Lane
Ariastown, HI 90882",267
1340,337,"Benjamin Brown",morrisaaron@gmail.com,2024-03-16,1056,Unknown,530.80,2,1061.60,"Bank Transfer","Not Delivered","6792 Hansen Dam Suite 840
West Amyfort, MA 74518",268
1276,80,User,NULL,2023-10-22,1068,Toys,746.67,3,2240.01,PayPal,Pending,"USNS Fowler
FPO AP 23735",269
1341,359,"Michelle Mendez",richard17@gmail.com,2024-06-10,1019,Electronics,2505.40,8,20043.20,"Credit Card","Not Delivered","6361 Rodriguez Circles
Reevesmouth, NV 98422",270
1342,128,"Erika Hutchinson",aaronpatterson@hotmail.com,2023-10-08,1057,Books,2655.82,5,13279.10,"Credit Card",Pending,"7737 Sutton Station Suite 391
Lambview, HI 52533",271
1277,186,"Ryan Hawkins",NULL,2024-03-31,1067,Toys,2638.11,6,15828.66,Cash,Cancelled,"80780 Nelson Knoll Suite 335
Marshberg, ME 83040",272
1343,266,"Aaron Cruz",matthewweaver@graves.info,2023-08-26,1044,"Home & Kitchen",3379.84,3,10139.52,"Credit Card",Shipped,"07058 Brian Vista
New Andrewberg, TN 87525",273
1344,475,"Joseph Johnson",sydney23@gmail.com,2024-12-29,1098,"Home & Kitchen",1169.06,3,3507.18,"Bank Transfer",Shipped,"8490 Joseph Light
Lisaville, DE 28096",274
1345,440,"Alexandra Bailey",msingh@gmail.com,2024-01-08,1035,Unknown,4108.57,5,20542.85,"Bank Transfer",Shipped,"52433 Scott Street Apt. 374
North Juliechester, IA 36242",275
1346,472,"Kelly George",alexandra58@yahoo.com,NULL,1001,Toys,2235.47,5,11177.35,"Credit Card",Cancelled,"6102 Hayes Freeway
Danielborough, TN 90789",276
1278,112,"Megan Dunn",eric07@estrada-howard.org,2023-03-22,1071,Toys,280.27,2,560.54,"Bank Transfer",Returned,"1422 Harrell Lodge
East Heathertown, FL 50126",277
1347,433,"Karen Mathews",sdaniels@henson-ramos.net,2024-03-02,1052,Clothing,1751.18,7,12258.26,"Debit Card",Shipped,"PSC 8012, Box 9122
APO AA 27094",278
1279,1,"Ruben Harris",NULL,2024-06-20,1018,Electronics,3516.44,6,21098.64,"Credit Card",Returned,"005 Becky Summit
Tuckershire, GA 17368",279
1348,150,"Kerri Myers",NULL,2024-04-18,1085,Electronics,1965.98,8,15727.84,"Bank Transfer",Returned,"9608 Cameron Rapids Apt. 965
West Nicholas, MI 86350",280
1280,129,"Benjamin Thomas",NULL,2024-11-23,1007,Electronics,921.11,0,0.00,PayPal,"Not Delivered","11879 Marvin Glen Apt. 671
West Joshua, WI 77912",281
1349,414,"Tanner Young",wmartin@roberts-hernandez.com,2024-07-05,1093,Toys,4162.03,5,20810.15,"Credit Card",Processing,"99775 Jenkins Ville
Jefferyton, TX 50263",282
1350,477,"Jeffrey Davis",patrick16@yahoo.com,2024-03-06,1070,Toys,3667.10,0,0.00,Cash,Processing,"2926 Jeffrey Hills
Jenniferberg, AR 40724",283
1281,219,"Joseph Graves",NULL,2024-06-18,1040,Clothing,4088.74,7,28621.18,Cash,Delivered,"38450 Rodney Parkways
East James, CT 97654",284
1371,98,"Rachel Payne",stephanietaylor@yahoo.com,NULL,1023,Electronics,3014.54,2,6029.08,"Debit Card",Pending,"Unit 1152 Box 2354
DPO AA 36122",285
1372,146,"Colleen Cabrera",NULL,2024-10-01,1007,Unknown,4441.60,2,8883.20,"Bank Transfer",Cancelled,"7231 Sheila Locks
Lake Danielport, WV 42501",286
1292,171,"Jason Arnold",rodriguezmelissa@martinez.com,2024-12-11,1009,Unknown,474.48,9,4270.32,Cash,Pending,"68847 Potter Centers Apt. 023
South Suzanneshire, NJ 32741",287
1293,217,"Tammy Roberts MD",mendozabrooke@cole.com,2024-07-30,1047,Unknown,4918.74,6,29512.44,"Credit Card",Processing,"62900 Molina River
Cantrellview, NH 50141",288
1373,303,"Toni Sweeney",eric98@hotmail.com,2024-05-31,1044,Clothing,2367.03,0,0.00,"Credit Card",Returned,"399 Sullivan Springs Suite 392
North Dawnview, TX 51637",289
1294,159,"Robert Ross",lindaorr@allen.org,2023-03-09,1076,Electronics,1605.83,6,9634.98,"Debit Card",Returned,"514 Cooper Vista Apt. 559
Myershaven, DC 60093",290
1374,207,"Lisa Smith",kellylauren@gmail.com,2023-09-30,1053,Toys,2235.47,8,17883.76,"Debit Card",Shipped,"35881 Reed Stream
New Danielle, IA 70576",291
1295,197,"Carlos Miller",NULL,NULL,1042,Unknown,4228.53,9,38056.77,"Credit Card",Returned,"8863 Wendy Square
North Albertland, FL 94117",292
1296,415,"Christina Gomez",NULL,2024-06-14,1051,Books,205.42,8,1643.36,"Credit Card",Shipped,"032 Stevenson Stream Suite 250
New Clayton, MT 13853",293
1375,130,"Justin Williams",josephbaxter@williams.org,2023-08-07,1071,Books,257.73,1,257.73,Cash,Delivered,"581 Valerie Falls
Crystalshire, AZ 84866",294
1376,403,"Eric Martin",joseph58@jones.biz,2023-11-20,1079,Electronics,4808.35,7,33658.45,"Debit Card",Processing,"7081 Ford Summit
Jenniferborough, MN 50602",295
1297,246,"Michelle Garcia",vanessajohnson@estrada.com,2024-04-03,1056,Clothing,2789.36,3,8368.08,"Credit Card","Not Delivered","43158 Danielle Wells Apt. 095
Hancockhaven, MI 16342",296
1377,151,"Lynn Dunn",ingrammichael@hotmail.com,2024-12-29,1034,Unknown,3383.56,1,3383.56,Cash,Cancelled,"Not Available",297
1298,323,"Denise Flores",connieknight@yahoo.com,2023-09-11,1051,Electronics,4172.97,6,25037.82,"Bank Transfer",Returned,"3043 Andrews Isle
Torresstad, IN 63979",298
1299,438,"Albert Cooper",daniel77@johnson.info,2024-06-20,1070,Unknown,3492.38,4,13969.52,"Debit Card",Processing,"766 Mendoza Ranch
Norrisview, NH 98378",299
1378,53,"Kayla Smith",lambjacob@hotmail.com,2023-06-12,1046,Toys,3648.94,4,14595.76,"Debit Card",Cancelled,"6278 Solis Crossroad Suite 266
Ambermouth, UT 79007",300
1300,202,"Christian Gonzalez",xwilliamson@ramirez.com,2024-09-05,1020,Clothing,1684.12,1,1684.12,Cash,Cancelled,"Not Available",301
1379,119,"Sandra Miller",charles95@myers.com,2024-01-10,1068,Books,3406.85,2,6813.70,"Credit Card",Cancelled,"1738 Steven Orchard
Marybury, IL 61612",302
1301,183,"Joseph Smith",laurenschwartz@hotmail.com,2023-03-18,1088,Toys,105.13,5,525.65,"Bank Transfer",Returned,"52373 Shannon Estate
Port Josephville, CA 39524",303
